22NOV2018,0,NORMAL,4,FUTCOM,ALUMINI,30NOV2018,,,,150.8500,0.0000,0.0000,0.0000,150.8500,0,0.00,153.3000,146.9000,KGS,150.8500,0,153,0.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,ALUMINI,31DEC2018,,,,152.3000,0.0000,0.0000,0.0000,152.3000,0,0.00,0.0000,0.0000,KGS,152.3000,0,0,0.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,ALUMINI,31JAN2019,,,,153.8000,0.0000,0.0000,0.0000,153.8000,0,0.00,0.0000,0.0000,KGS,153.8000,0,0,0.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,ALUMINI,28FEB2019,,,,151.7500,0.0000,0.0000,0.0000,151.7500,0,0.00,0.0000,0.0000,KGS,151.7500,0,0,0.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,ALUMINIUM,30NOV2018,,,,152.0000,150.0000,150.0000,150.0000,150.0000,1,750.00,153.4500,148.0000,KGS,150.0000,1,134,150.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,ALUMINIUM,31DEC2018,,,,151.8000,152.0000,152.0000,152.0000,152.0000,1,760.00,152.0000,152.0000,KGS,152.0000,1,1,152.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,ALUMINIUM,31JAN2019,,,,153.0500,0.0000,0.0000,0.0000,153.0500,0,0.00,0.0000,0.0000,KGS,153.0500,0,0,0.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,ALUMINIUM,28FEB2019,,,,151.7000,0.0000,0.0000,0.0000,151.7000,0,0.00,161.0000,146.0000,KGS,151.7000,0,2,0.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,BRASSPHY,29NOV2018,,,,374.0000,0.0000,0.0000,0.0000,374.0000,0,0.00,0.0000,0.0000,KGS,374.0000,0,0,0.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,BRASSPHY,31DEC2018,,,,378.5500,0.0000,0.0000,0.0000,378.5500,0,0.00,0.0000,0.0000,KGS,378.5500,0,0,0.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,BRASSPHY,31JAN2019,,,,362.0000,0.0000,0.0000,0.0000,362.0000,0,0.00,0.0000,0.0000,KGS,362.0000,0,0,0.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,BRASSPHY,28FEB2019,,,,464.8500,0.0000,0.0000,0.0000,464.8500,0,0.00,0.0000,0.0000,KGS,464.8500,0,0,0.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,CARDAMOM,14DEC2018,,,,1421.3000,1457.0000,1463.9000,1437.0000,1452.6000,3,435.79,1463.9000,1380.0000,KGS,1452.6000,3,1,1452.6300,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,CARDAMOM,15JAN2019,,,,1400.0000,1437.0000,1437.0000,1437.0000,1437.0000,1,143.70,1437.0000,1437.0000,KGS,1437.0000,1,1,1437.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,CARDAMOM,15FEB2019,,,,1514.6000,0.0000,0.0000,0.0000,1514.6000,0,0.00,1562.0000,1400.0000,KGS,1514.6000,0,95,0.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,CASTORSEED,20DEC2018,,,,4790.0000,4790.0000,4933.0000,4647.0000,4746.0000,45,21358.50,4933.0000,4647.0000,KGS,4746.0000,5,45,4746.3300,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,CASTORSEED,18JAN2019,,,,4850.0000,0.0000,0.0000,0.0000,4850.0000,0,0.00,0.0000,0.0000,KGS,4850.0000,0,0,0.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,CASTORSEED,20FEB2019,,,,4900.0000,0.0000,0.0000,0.0000,4900.0000,0,0.00,0.0000,0.0000,KGS,4900.0000,0,0,0.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,COPPER,30NOV2018,,,,454.7000,456.3000,458.7000,456.3000,457.2000,6,2743.10,503.7500,410.6000,KGS,457.2000,4,10994,457.1800,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,COPPER,28FEB2019,,,,459.4500,450.2500,450.2500,450.2500,450.2500,1,450.25,469.1000,418.5000,KGS,450.2500,1,1122,450.2500,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,COPPER,30APR2019,,,,462.5000,0.0000,0.0000,0.0000,462.5000,0,0.00,468.0000,428.1500,KGS,462.5000,0,4,0.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,COPPERM,30NOV2018,,,,452.9000,0.0000,0.0000,0.0000,452.9000,0,0.00,504.2000,410.7500,KGS,452.9000,0,7855,0.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,COPPERM,28FEB2019,,,,459.5500,0.0000,0.0000,0.0000,459.5500,0,0.00,469.0000,418.4500,KGS,459.5500,0,1352,0.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,COPPERM,30APR2019,,,,463.2000,0.0000,0.0000,0.0000,463.2000,0,0.00,470.8000,428.5500,KGS,463.2000,0,29,0.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,COTTON,30NOV2018,,,,22360.0000,22000.0000,22000.0000,22000.0000,22000.0000,1,550.00,24090.0000,20200.0000,BALES,22000.0000,1,3372,22000.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,COTTON,31DEC2018,,,,21960.0000,22300.0000,22300.0000,22300.0000,22300.0000,1,557.50,23920.0000,20400.0000,BALES,22300.0000,1,4459,22300.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,COTTON,31JAN2019,,,,22180.0000,21750.0000,21750.0000,21750.0000,21750.0000,1,543.75,23650.0000,21750.0000,BALES,21750.0000,1,169,21750.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,COTTON,28FEB2019,,,,22850.0000,0.0000,0.0000,0.0000,22850.0000,0,0.00,22850.0000,22850.0000,BALES,22850.0000,0,4,0.0000,22 NOV 2018 00:00:00,INR
22NOV2018,0,NORMAL,4,FUTCOM,COTTON,29MAR2019,,,,22500.0000,0.0000,0.0000,0.0000,22500.0000,0,0.00,0.0000,0.0000,BALES,22500.0000,0,0,0.0000,22 NOV 2018 00:00:00,INR
